,id,object_name,chain,object_type,address,number,latitude,longitude,district
212,21462,ГБОУ «Лицейско-гимнастический комплекс на Юго-Востоке,нет,столовая,"город Москва, Волгоградский проспект, дом 157, корпус 4",220,55.705387,37.787138,Кузьминки
213,25803,Сити Пицца,да,предприятие быстрого обслуживания,"город Москва, Ферганская улица, дом 12",4,55.707963,37.808797,Выхино-Жулебино
214,22833,Кружка,да,кафе,"город Москва, Волоколамское шоссе, дом 3",45,55.80698,37.50257,Сокол
215,22834,ПРО кафе,нет,кафе,"город Москва, Волоколамское шоссе, дом 13",48,55.808078,37.495716,Сокол
216,28676,ГП КП МГАИ,нет,столовая,"город Москва, Волоколамское шоссе, дом 13",100,55.808078,37.495716,Сокол
217,22835,Чебуречная СССР,да,кафе,"город Москва, Волоколамское шоссе, дом 15/22",60,55.808776,37.493228,Сокол
218,71163,Английский паб Букингем,нет,бар,"город Москва, Волоколамское шоссе, дом 15/22",45,55.808776,37.493228,Сокол
219,156226,Суши-шоп,нет,закусочная,"город Москва, Волоколамское шоссе, дом 92",0,55.824754,37.434936,Покровское-Стрешнево
220,24332,IL PIZZAIOLO,нет,кафе,"город Москва, улица Волхонка, дом 6",50,55.748493,37.608526,Хамовники
221,25738,Пельмени,нет,кафе,"город Москва, улица Волхонка, дом 7/6",40,55.747495,37.608005,Хамовники
222,29027,ГБОУ ШКОЛА 896 «КДП»,нет,столовая,"город Москва, Воронежская улица, дом 26, корпус 4",120,55.608317,37.736967,Орехово-Борисово Южное
223,25003,Эко-Няма,нет,кафе,"город Москва, Воронцовская улица, дом 13/14, строение 3",8,55.73958,37.657718,Таганский
224,24992,Кафе «Верона»,нет,кафе,"город Москва, Воронцовская улица, дом 36, строение 1",55,55.734359,37.661599,Таганский
225,25447,Французская пекарня,нет,кафе,"город Москва, Воронцовская улица, дом 48",25,55.73256,37.663737,Таганский
226,22029,Кафе «Subway»,да,кафе,"город Москва, Воронцовская улица, дом 48",42,55.73256,37.663737,Таганский
227,83940,Тирольские пироги,да,кафетерий,"город Москва, Воронцовская улица, дом 48",30,55.73256,37.663737,Таганский
228,25090,ООО «ТЕАТРО»,нет,кафе,"город Москва, Воротниковский переулок, дом 11, строение 1",35,55.770416,37.601286,Тверской
229,26044,Ресторан «Балзи Росси»,нет,кафе,"город Москва, Кудринская площадь, дом 1",100,55.759198,37.581047,Пресненский
230,74613,Кофе Хаус,да,кафе,"город Москва, Кудринская площадь, дом 1",70,55.759198,37.581047,Пресненский
231,76765,Шоколадница,да,кафе,"город Москва, Кудринская площадь, дом 1",50,55.759198,37.581047,Пресненский
232,89468,Кафе «Кондитерская Олега Ильина»,нет,кафе,"город Москва, Кудринская площадь, дом 1",45,55.759198,37.581047,Пресненский
233,89471,Клуб «Высотка»,нет,бар,"город Москва, Кудринская площадь, дом 1",80,55.759198,37.581047,Пресненский
234,22691,Хинкала,нет,кафе,"город Москва, улица 8 Марта, дом 15",44,55.804466,37.55001,Аэропорт
235,25487,СУЩЕВСКИЙ ДВОРИК,нет,кафе,"город Москва, 2-й Вышеславцев переулок, дом 17",48,55.790499,37.605984,Марьина Роща
236,28692,СТОЛОВАЯ АКАДЕМИИ МЧС РОССИИ,нет,столовая,"город Москва, улица Бориса Галушкина, дом 5",70,55.82534,37.653002,Алексеевский
237,80355,Кофейня Авеню,нет,кафе,"город Москва, улица Бориса Галушкина, дом 10",38,55.824213,37.652984,Алексеевский
238,27703,Кафе,нет,столовая,"город Москва, улица Бориса Галушкина, дом 26",45,55.820379,37.665021,Алексеевский
239,23307,Элит,нет,ресторан,"город Москва, улица Гастелло, дом 37",98,55.784091,37.69074,Сокольники
240,154738,Пекарня,нет,предприятие быстрого обслуживания,"город Москва, улица Гастелло, дом 37",0,55.784091,37.69074,Сокольники
241,19821,Столовая ГБПОУ ЗКНО,нет,буфет,"город Москва, Гвардейская улица, дом 15, корпус 1",50,55.724789,37.423204,Можайский
242,133485,Суши Сет,да,магазин (отдел кулинарии),"город Москва, улица Героев Панфиловцев, дом 1, корпус 1",4,55.852405,37.437182,Северное Тушино
243,27369,Столовая ГБОУ СОШ №1286,нет,столовая,"город Москва, улица Героев Панфиловцев, дом 13, корпус 1",100,55.857685,37.428675,Северное Тушино
244,135306,Суши Стор,нет,магазин (отдел кулинарии),"город Москва, улица Героев Панфиловцев, дом 16, корпус 1",4,55.858822,37.4243,Северное Тушино
245,21296,БУФЕТ,нет,буфет,"город Москва, улица Героев Панфиловцев, дом 51",20,55.851601,37.408157,Северное Тушино
246,147931,Кафе «PRIME CAFE»,нет,кафе,"город Москва, Большая Никитская улица, дом 24/1, строение 1",80,55.757293,37.601466,Пресненский
247,25654,Шоколадница,да,кафе,"город Москва, Большая Никитская улица, дом 24/1, строение 1",50,55.757293,37.601466,Пресненский
